work_order_id,asset_number,work_order_type,request_date,completion_date,technician_id,labor_hours,status
WO-00027305,ASSET-004196,Recall,2025-05-16,2025-05-29,TECH-0038,35.5,Completed
WO-00027306,ASSET-004196,Preventive,2025-04-13,,TECH-0007,23.08,Open
WO-00027307,ASSET-004196,Inspection,2024-09-06,2024-09-27,TECH-0029,16.23,Completed
WO-00027308,ASSET-004196,Preventive,2025-09-18,,TECH-0027,25.0,Open
WO-00027309,ASSET-004196,Recall,2023-07-27,,TECH-0007,22.93,Open
WO-00027310,ASSET-004196,Corrective,2024-05-16,2024-06-12,TECH-0019,12.94,Completed
WO-00027311,ASSET-004197,Preventive,2026-02-10,2026-03-12,TECH-0000,31.02,Completed
WO-00027312,ASSET-004197,Preventive,2025-06-06,2025-06-22,TECH-0036,16.42,Completed
WO-00027313,ASSET-004197,Recall,2024-09-16,,TECH-0001,11.61,In Progress
WO-00027314,ASSET-004197,Preventive,2023-09-28,2023-10-22,TECH-0049,38.64,Completed
WO-00027315,ASSET-004197,Corrective,2026-09-14,2026-09-24,TECH-0045,35.2,Completed
WO-00027316,ASSET-004197,Corrective,2026-04-22,2026-05-04,TECH-0010,25.36,Completed
WO-00027317,ASSET-004198,Corrective,2023-09-24,2023-10-08,TECH-0015,8.27,Completed
WO-00027318,ASSET-004198,Preventive,2023-12-20,2024-01-01,TECH-0032,35.74,Completed
WO-00027319,ASSET-004198,Corrective,2026-09-03,2026-09-25,TECH-0014,21.08,Completed
WO-00027320,ASSET-004198,Corrective,2026-09-07,,TECH-0032,34.14,Open
WO-00027321,ASSET-004198,Corrective,2024-09-15,2024-09-20,TECH-0004,4.25,Completed
WO-00027322,ASSET-004198,Corrective,2025-09-11,2025-09-20,TECH-0003,38.35,Completed
WO-00027323,ASSET-004198,Corrective,2024-12-01,2024-12-20,TECH-0035,6.41,Completed
WO-00027324,ASSET-004198,Corrective,2023-05-19,2023-06-06,TECH-0019,30.94,Completed
WO-00027325,ASSET-004199,Inspection,2024-09-21,2024-10-03,TECH-0012,26.27,Completed
WO-00027326,ASSET-004199,Corrective,2023-07-07,2023-08-02,TECH-0038,16.81,Completed
WO-00027327,ASSET-004199,Preventive,2023-12-09,2023-12-26,TECH-0029,33.54,Completed
WO-00027328,ASSET-004199,Preventive,2026-11-25,2026-12-15,TECH-0021,4.59,Completed
WO-00027329,ASSET-004199,Corrective,2024-07-07,2024-07-10,TECH-0049,19.39,Completed
WO-00027330,ASSET-004199,Corrective,2024-09-06,2024-10-06,TECH-0038,9.62,Completed
WO-00027331,ASSET-004199,Preventive,2023-01-27,,TECH-0036,25.89,Open
WO-00027332,ASSET-004199,Corrective,2023-10-19,2023-11-11,TECH-0007,39.6,Completed
WO-00027333,ASSET-004199,Inspection,2026-11-05,2026-11-11,TECH-0019,24.18,Completed
WO-00027334,ASSET-004199,Recall,2023-01-27,2023-02-24,TECH-0028,38.57,Completed
WO-00027335,ASSET-004199,Inspection,2025-01-21,2025-01-27,TECH-0025,4.25,Completed
WO-00027336,ASSET-004199,Preventive,2025-07-05,2025-07-19,TECH-0030,3.28,Completed
WO-00027337,ASSET-004200,Inspection,2023-04-18,2023-04-19,TECH-0037,24.02,Completed
WO-00027338,ASSET-004200,Inspection,2025-06-28,2025-07-17,TECH-0031,36.11,Completed
WO-00027339,ASSET-004200,Corrective,2023-11-25,2023-11-26,TECH-0001,35.65,Completed
WO-00027340,ASSET-004200,Recall,2025-01-02,2025-01-13,TECH-0014,7.8,Completed
WO-00027341,ASSET-004200,Corrective,2026-01-23,2026-02-07,TECH-0014,23.05,Completed
WO-00027342,ASSET-004200,Preventive,2024-04-22,2024-05-19,TECH-0024,20.84,Completed
WO-00027343,ASSET-004200,Recall,2023-01-03,2023-01-17,TECH-0014,23.31,Completed
WO-00027344,ASSET-004200,Inspection,2024-04-17,2024-05-05,TECH-0043,10.3,Completed
WO-00027345,ASSET-004200,Corrective,2026-12-06,2026-12-31,TECH-0036,20.1,Completed
WO-00027346,ASSET-004200,Preventive,2026-03-13,2026-03-26,TECH-0003,11.49,Completed
WO-00027347,ASSET-004200,Preventive,2026-04-05,2026-04-13,TECH-0006,6.5,Completed
WO-00027348,ASSET-004201,Corrective,2026-07-07,2026-07-22,TECH-0036,19.8,Completed
WO-00027349,ASSET-004201,Corrective,2023-01-26,2023-01-29,TECH-0019,9.48,Completed
WO-00027350,ASSET-004201,Preventive,2023-05-16,,TECH-0008,15.86,Open
WO-00027351,ASSET-004201,Corrective,2023-09-05,2023-10-03,TECH-0049,31.85,Completed
WO-00027352,ASSET-004201,Corrective,2023-01-10,,TECH-0012,4.24,Open
WO-00027353,ASSET-004201,Preventive,2023-08-21,,TECH-0043,10.67,Open
WO-00027354,ASSET-004201,Preventive,2023-10-19,,TECH-0036,1.64,In Progress
WO-00027355,ASSET-004201,Corrective,2024-02-28,2024-03-27,TECH-0001,39.41,Completed
WO-00027356,ASSET-004201,Corrective,2023-04-28,2023-05-26,TECH-0049,6.12,Completed
WO-00027357,ASSET-004201,Preventive,2025-05-25,2025-05-26,TECH-0029,12.29,Completed
WO-00027358,ASSET-004202,Corrective,2023-06-17,2023-06-28,TECH-0004,14.11,Completed
WO-00027359,ASSET-004202,Preventive,2026-03-08,2026-03-28,TECH-0015,12.45,Completed
WO-00027360,ASSET-004203,Corrective,2025-08-20,2025-09-15,TECH-0049,21.03,Completed
WO-00027361,ASSET-004203,Recall,2026-09-22,,TECH-0010,23.58,In Progress
WO-00027362,ASSET-004203,Recall,2026-12-25,2027-01-18,TECH-0006,30.81,Completed
WO-00027363,ASSET-004203,Preventive,2023-03-01,,TECH-0031,16.44,In Progress
WO-00027364,ASSET-004203,Corrective,2023-06-12,2023-06-27,TECH-0046,20.54,Completed
WO-00027365,ASSET-004203,Corrective,2026-12-27,2027-01-15,TECH-0014,26.16,Completed
WO-00027366,ASSET-004203,Preventive,2025-05-14,2025-05-26,TECH-0009,13.09,Completed
WO-00027367,ASSET-004204,Preventive,2024-02-08,2024-02-16,TECH-0035,25.32,Completed
WO-00027368,ASSET-004204,Recall,2023-08-15,,TECH-0029,38.76,In Progress
WO-00027369,ASSET-004204,Preventive,2024-03-04,2024-03-13,TECH-0004,10.55,Completed
WO-00027370,ASSET-004205,Corrective,2023-10-15,2023-11-02,TECH-0014,26.55,Completed
WO-00027371,ASSET-004205,Corrective,2024-07-12,2024-08-10,TECH-0041,6.32,Completed
WO-00027372,ASSET-004206,Inspection,2023-04-13,2023-04-20,TECH-0017,12.55,Completed
WO-00027373,ASSET-004206,Corrective,2024-02-03,2024-02-28,TECH-0011,6.33,Completed
WO-00027374,ASSET-004206,Corrective,2023-12-12,2024-01-09,TECH-0042,11.22,Completed
WO-00027375,ASSET-004206,Corrective,2025-05-21,2025-06-18,TECH-0046,4.78,Completed
WO-00027376,ASSET-004206,Inspection,2023-12-01,2023-12-19,TECH-0035,21.38,Completed
WO-00027377,ASSET-004206,Preventive,2025-05-06,2025-05-17,TECH-0023,35.67,Completed
WO-00027378,ASSET-004206,Corrective,2024-03-22,2024-04-06,TECH-0039,27.93,Completed
WO-00027379,ASSET-004206,Corrective,2025-08-16,2025-08-26,TECH-0036,31.47,Completed
WO-00027380,ASSET-004206,Corrective,2026-04-04,2026-04-30,TECH-0040,16.36,Completed
WO-00027381,ASSET-004206,Preventive,2026-06-24,2026-07-20,TECH-0000,32.44,Completed
WO-00027382,ASSET-004206,Corrective,2023-06-05,2023-06-24,TECH-0043,10.47,Completed
WO-00027383,ASSET-004206,Inspection,2025-09-18,2025-10-07,TECH-0004,19.02,Completed
WO-00027384,ASSET-004207,Corrective,2023-03-12,2023-03-18,TECH-0041,13.24,Completed
WO-00027385,ASSET-004207,Preventive,2026-09-02,2026-09-04,TECH-0000,23.06,Completed
WO-00027386,ASSET-004207,Preventive,2023-07-06,2023-07-11,TECH-0007,17.63,Completed
WO-00027387,ASSET-004207,Preventive,2026-11-06,2026-12-01,TECH-0025,4.27,Completed
WO-00027388,ASSET-004207,Recall,2026-04-03,2026-05-01,TECH-0036,28.82,Completed
WO-00027389,ASSET-004207,Corrective,2026-04-02,2026-04-13,TECH-0030,14.04,Completed
WO-00027390,ASSET-004207,Inspection,2026-09-06,,TECH-0016,24.63,In Progress
WO-00027391,ASSET-004208,Recall,2024-01-06,2024-01-30,TECH-0034,7.94,Completed
WO-00027392,ASSET-004208,Corrective,2026-10-18,2026-10-28,TECH-0043,2.3,Completed
WO-00027393,ASSET-004208,Recall,2023-12-25,2024-01-04,TECH-0023,38.5,Completed
WO-00027394,ASSET-004208,Preventive,2026-09-06,2026-09-21,TECH-0037,31.35,Completed
WO-00027395,ASSET-004209,Preventive,2023-10-19,2023-10-25,TECH-0041,3.89,Completed
WO-00027396,ASSET-004209,Preventive,2026-02-19,2026-02-25,TECH-0041,17.43,Completed
WO-00027397,ASSET-004209,Preventive,2026-06-02,,TECH-0029,23.03,In Progress
WO-00027398,ASSET-004209,Corrective,2026-01-22,2026-02-18,TECH-0029,39.4,Completed
WO-00027399,ASSET-004209,Preventive,2024-02-26,2024-03-17,TECH-0039,27.94,Completed
WO-00027400,ASSET-004209,Corrective,2026-01-11,2026-02-04,TECH-0045,13.83,Completed
WO-00027401,ASSET-004210,Corrective,2026-09-18,2026-10-01,TECH-0041,4.35,Completed
WO-00027402,ASSET-004210,Corrective,2026-08-10,2026-08-12,TECH-0030,6.74,Completed
WO-00027403,ASSET-004210,Preventive,2023-05-15,2023-05-21,TECH-0048,20.58,Completed
WO-00027404,ASSET-004210,Inspection,2025-04-28,2025-04-29,TECH-0029,8.42,Completed
WO-00027405,ASSET-004210,Corrective,2025-02-10,2025-02-24,TECH-0041,37.85,Completed
WO-00027406,ASSET-004211,Corrective,2023-12-04,2023-12-10,TECH-0004,37.79,Completed
WO-00027407,ASSET-004211,Inspection,2026-08-03,2026-08-28,TECH-0012,7.02,Completed
WO-00027408,ASSET-004212,Inspection,2024-08-17,2024-09-02,TECH-0045,5.62,Completed
WO-00027409,ASSET-004212,Inspection,2026-04-14,2026-05-01,TECH-0010,29.98,Completed
WO-00027410,ASSET-004212,Corrective,2023-08-24,2023-08-26,TECH-0039,22.37,Completed
WO-00027411,ASSET-004213,Recall,2025-03-23,2025-03-27,TECH-0029,8.16,Completed
WO-00027412,ASSET-004213,Preventive,2023-05-19,2023-05-25,TECH-0046,24.98,Completed
WO-00027413,ASSET-004213,Corrective,2025-08-17,2025-09-05,TECH-0015,20.63,Completed
WO-00027414,ASSET-004213,Corrective,2026-07-26,2026-08-09,TECH-0025,31.47,Completed
WO-00027415,ASSET-004213,Corrective,2025-04-15,2025-05-06,TECH-0032,4.2,Completed
WO-00027416,ASSET-004213,Preventive,2024-09-21,2024-10-15,TECH-0006,6.44,Completed
WO-00027417,ASSET-004214,Preventive,2025-05-01,2025-05-07,TECH-0043,12.89,Completed
WO-00027418,ASSET-004215,Corrective,2024-12-11,,TECH-0002,36.72,In Progress
WO-00027419,ASSET-004215,Preventive,2023-10-05,2023-10-10,TECH-0008,11.51,Completed
WO-00027420,ASSET-004215,Preventive,2023-03-13,2023-03-25,TECH-0049,2.59,Completed
WO-00027421,ASSET-004215,Corrective,2026-05-14,2026-06-01,TECH-0005,4.18,Completed
WO-00027422,ASSET-004215,Preventive,2023-11-24,2023-12-01,TECH-0001,24.9,Completed
WO-00027423,ASSET-004215,Preventive,2026-11-23,2026-12-15,TECH-0027,6.0,Completed
WO-00027424,ASSET-004215,Preventive,2025-09-27,2025-10-20,TECH-0035,30.29,Completed
WO-00027425,ASSET-004216,Corrective,2026-07-02,2026-07-20,TECH-0041,37.95,Completed
WO-00027426,ASSET-004216,Corrective,2026-06-01,2026-06-22,TECH-0041,25.54,Completed
WO-00027427,ASSET-004216,Preventive,2024-09-27,2024-10-18,TECH-0016,6.74,Completed
WO-00027428,ASSET-004216,Preventive,2025-05-15,,TECH-0042,22.12,In Progress
WO-00027429,ASSET-004216,Preventive,2023-06-27,2023-07-25,TECH-0006,31.28,Completed
WO-00027430,ASSET-004216,Corrective,2026-06-11,2026-06-25,TECH-0003,30.93,Completed
WO-00027431,ASSET-004217,Corrective,2025-10-25,2025-11-20,TECH-0022,13.86,Completed
WO-00027432,ASSET-004217,Inspection,2025-04-01,2025-04-28,TECH-0039,34.96,Completed
WO-00027433,ASSET-004217,Preventive,2023-11-04,2023-11-11,TECH-0015,5.81,Completed
WO-00027434,ASSET-004217,Corrective,2024-08-03,2024-08-23,TECH-0048,19.94,Completed
WO-00027435,ASSET-004217,Preventive,2026-10-19,2026-10-20,TECH-0023,36.17,Completed
WO-00027436,ASSET-004217,Corrective,2024-02-20,2024-03-11,TECH-0038,22.51,Completed
WO-00027437,ASSET-004217,Corrective,2023-08-17,2023-09-13,TECH-0002,32.53,Completed
WO-00027438,ASSET-004217,Preventive,2025-02-25,2025-03-12,TECH-0020,5.84,Completed
WO-00027439,ASSET-004217,Preventive,2025-10-27,2025-11-13,TECH-0019,22.03,Completed
WO-00027440,ASSET-004217,Corrective,2023-09-07,2023-09-19,TECH-0029,34.71,Completed
WO-00027441,ASSET-004218,Preventive,2024-12-06,2024-12-07,TECH-0047,29.71,Completed
WO-00027442,ASSET-004218,Corrective,2025-06-15,2025-06-26,TECH-0043,29.83,Completed
WO-00027443,ASSET-004218,Preventive,2024-08-15,2024-09-13,TECH-0020,8.71,Completed
WO-00027444,ASSET-004218,Corrective,2025-07-24,2025-08-05,TECH-0033,9.84,Completed
WO-00027445,ASSET-004218,Preventive,2023-06-20,2023-06-21,TECH-0033,23.11,Completed
WO-00027446,ASSET-004218,Corrective,2023-11-19,2023-12-05,TECH-0034,3.03,Completed
WO-00027447,ASSET-004218,Corrective,2025-07-13,2025-07-23,TECH-0047,20.21,Completed
WO-00027448,ASSET-004218,Preventive,2025-11-08,2025-11-27,TECH-0033,30.07,Completed
WO-00027449,ASSET-004218,Corrective,2024-10-11,2024-10-24,TECH-0035,6.21,Completed
WO-00027450,ASSET-004218,Corrective,2023-09-03,2023-09-14,TECH-0024,4.92,Completed
WO-00027451,ASSET-004218,Preventive,2023-07-26,2023-08-04,TECH-0044,18.26,Completed
WO-00027452,ASSET-004218,Preventive,2024-05-05,,TECH-0024,36.14,Open
WO-00027453,ASSET-004219,Corrective,2024-12-04,2024-12-26,TECH-0012,33.26,Completed
WO-00027454,ASSET-004219,Corrective,2023-09-17,2023-09-26,TECH-0040,34.12,Completed
WO-00027455,ASSET-004219,Preventive,2023-03-10,2023-04-06,TECH-0049,32.05,Completed
WO-00027456,ASSET-004219,Corrective,2025-07-21,2025-07-27,TECH-0028,30.54,Completed
WO-00027457,ASSET-004219,Corrective,2024-10-26,2024-11-07,TECH-0013,18.74,Completed
WO-00027458,ASSET-004219,Corrective,2023-04-27,2023-05-07,TECH-0015,28.14,Completed
WO-00027459,ASSET-004219,Preventive,2026-04-22,2026-05-01,TECH-0047,10.44,Completed
WO-00027460,ASSET-004220,Corrective,2025-12-09,2025-12-27,TECH-0001,25.97,Completed
WO-00027461,ASSET-004220,Preventive,2026-04-25,2026-05-05,TECH-0044,30.92,Completed
WO-00027462,ASSET-004220,Preventive,2026-07-16,2026-08-13,TECH-0020,34.05,Completed
WO-00027463,ASSET-004221,Preventive,2024-07-02,2024-07-25,TECH-0036,30.89,Completed
WO-00027464,ASSET-004221,Corrective,2023-07-17,2023-08-13,TECH-0010,23.45,Completed
WO-00027465,ASSET-004221,Corrective,2023-12-21,2024-01-18,TECH-0026,26.42,Completed
WO-00027466,ASSET-004221,Corrective,2026-09-14,2026-10-12,TECH-0006,18.91,Completed
WO-00027467,ASSET-004221,Corrective,2025-12-02,2025-12-08,TECH-0005,12.55,Completed
WO-00027468,ASSET-004221,Preventive,2026-04-22,2026-04-25,TECH-0017,32.53,Completed
WO-00027469,ASSET-004221,Corrective,2025-11-18,2025-11-29,TECH-0048,16.78,Completed
WO-00027470,ASSET-004221,Corrective,2024-01-17,2024-02-05,TECH-0031,6.08,Completed
WO-00027471,ASSET-004221,Preventive,2025-11-11,2025-11-21,TECH-0022,7.62,Completed
WO-00027472,ASSET-004221,Corrective,2023-08-22,2023-09-02,TECH-0023,29.55,Completed
WO-00027473,ASSET-004222,Recall,2025-03-18,2025-03-23,TECH-0031,27.51,Completed
WO-00027474,ASSET-004222,Corrective,2024-06-19,2024-07-19,TECH-0030,29.55,Completed
WO-00027475,ASSET-004222,Preventive,2024-01-14,2024-01-31,TECH-0028,33.05,Completed
WO-00027476,ASSET-004222,Corrective,2025-11-02,2025-11-15,TECH-0018,36.98,Completed
WO-00027477,ASSET-004222,Corrective,2025-11-18,2025-11-27,TECH-0042,11.32,Completed
WO-00027478,ASSET-004223,Inspection,2025-09-06,2025-09-11,TECH-0012,33.05,Completed
WO-00027479,ASSET-004223,Preventive,2024-04-11,2024-05-06,TECH-0026,2.69,Completed
WO-00027480,ASSET-004223,Preventive,2024-12-12,2025-01-03,TECH-0003,35.31,Completed
WO-00027481,ASSET-004223,Preventive,2026-01-22,2026-02-18,TECH-0006,29.84,Completed
WO-00027482,ASSET-004223,Corrective,2026-07-08,,TECH-0032,12.54,In Progress
WO-00027483,ASSET-004223,Preventive,2023-12-04,2023-12-17,TECH-0020,20.36,Completed
WO-00027484,ASSET-004223,Preventive,2024-04-28,2024-05-11,TECH-0046,36.28,Completed
WO-00027485,ASSET-004224,Preventive,2025-08-06,2025-08-14,TECH-0005,21.55,Completed
WO-00027486,ASSET-004224,Preventive,2023-05-08,2023-05-11,TECH-0042,26.57,Completed
WO-00027487,ASSET-004224,Preventive,2024-04-21,2024-04-22,TECH-0047,37.59,Completed
WO-00027488,ASSET-004224,Corrective,2023-02-07,2023-02-26,TECH-0022,17.88,Completed
WO-00027489,ASSET-004224,Preventive,2026-04-15,,TECH-0027,15.09,In Progress
WO-00027490,ASSET-004225,Inspection,2024-02-17,2024-02-22,TECH-0022,30.0,Completed
WO-00027491,ASSET-004225,Recall,2023-01-21,,TECH-0038,21.94,Open
WO-00027492,ASSET-004225,Preventive,2023-05-14,2023-06-11,TECH-0047,39.72,Completed
WO-00027493,ASSET-004225,Corrective,2025-05-01,2025-05-28,TECH-0010,9.26,Completed
WO-00027494,ASSET-004226,Corrective,2025-04-23,2025-04-30,TECH-0011,8.6,Completed
WO-00027495,ASSET-004226,Corrective,2024-01-28,2024-02-12,TECH-0049,6.77,Completed
WO-00027496,ASSET-004226,Corrective,2026-04-19,2026-05-06,TECH-0031,39.05,Completed
WO-00027497,ASSET-004226,Inspection,2024-12-04,2024-12-29,TECH-0035,25.05,Completed
WO-00027498,ASSET-004226,Corrective,2024-06-25,2024-07-08,TECH-0016,9.85,Completed
WO-00027499,ASSET-004226,Preventive,2026-06-27,2026-07-14,TECH-0019,9.97,Completed
WO-00027500,ASSET-004226,Recall,2025-05-21,2025-05-23,TECH-0030,39.46,Completed
WO-00027501,ASSET-004226,Corrective,2023-07-03,2023-07-28,TECH-0047,22.49,Completed
WO-00027502,ASSET-004226,Corrective,2025-11-28,2025-12-27,TECH-0046,27.55,Completed
WO-00027503,ASSET-004226,Corrective,2025-02-21,2025-02-24,TECH-0033,13.1,Completed
WO-00027504,ASSET-004226,Corrective,2024-10-26,,TECH-0025,23.35,Open
WO-00027505,ASSET-004226,Preventive,2024-08-21,2024-09-16,TECH-0036,11.87,Completed
WO-00027506,ASSET-004227,Preventive,2026-06-28,,TECH-0044,33.5,Open
WO-00027507,ASSET-004227,Inspection,2026-09-04,2026-09-21,TECH-0019,19.99,Completed
WO-00027508,ASSET-004227,Preventive,2024-07-16,2024-08-07,TECH-0048,33.2,Completed
WO-00027509,ASSET-004227,Preventive,2026-10-27,,TECH-0019,6.28,In Progress
WO-00027510,ASSET-004227,Corrective,2023-10-07,2023-11-05,TECH-0039,3.16,Completed
WO-00027511,ASSET-004227,Corrective,2024-11-11,2024-11-18,TECH-0017,7.9,Completed
WO-00027512,ASSET-004227,Preventive,2026-03-09,2026-03-30,TECH-0024,18.4,Completed
WO-00027513,ASSET-004227,Recall,2023-06-26,2023-07-01,TECH-0007,35.85,Completed
WO-00027514,ASSET-004227,Inspection,2026-02-25,2026-03-23,TECH-0008,4.07,Completed
WO-00027515,ASSET-004227,Recall,2025-03-12,2025-03-14,TECH-0032,9.11,Completed
WO-00027516,ASSET-004228,Preventive,2025-08-11,2025-08-18,TECH-0027,13.35,Completed
WO-00027517,ASSET-004228,Corrective,2023-10-05,2023-11-02,TECH-0038,27.4,Completed
WO-00027518,ASSET-004228,Corrective,2023-05-04,2023-05-05,TECH-0046,18.71,Completed
WO-00027519,ASSET-004229,Preventive,2025-06-17,2025-06-26,TECH-0039,27.91,Completed
WO-00027520,ASSET-004229,Preventive,2024-12-17,2024-12-24,TECH-0028,21.91,Completed
WO-00027521,ASSET-004229,Inspection,2023-04-27,2023-04-29,TECH-0031,30.43,Completed
WO-00027522,ASSET-004229,Corrective,2024-02-18,2024-02-27,TECH-0034,2.92,Completed
WO-00027523,ASSET-004229,Corrective,2025-12-15,2025-12-31,TECH-0044,8.93,Completed
WO-00027524,ASSET-004229,Inspection,2025-02-13,2025-02-23,TECH-0002,29.23,Completed
WO-00027525,ASSET-004230,Preventive,2025-06-14,2025-07-13,TECH-0018,17.26,Completed
WO-00027526,ASSET-004230,Corrective,2023-05-06,2023-05-23,TECH-0034,4.98,Completed
WO-00027527,ASSET-004230,Preventive,2025-04-09,2025-05-01,TECH-0029,24.46,Completed
WO-00027528,ASSET-004230,Inspection,2023-12-14,2024-01-11,TECH-0031,37.21,Completed
WO-00027529,ASSET-004230,Corrective,2024-08-12,2024-08-24,TECH-0018,15.7,Completed
WO-00027530,ASSET-004230,Corrective,2026-08-09,,TECH-0029,1.92,Open
WO-00027531,ASSET-004230,Preventive,2025-10-06,2025-10-30,TECH-0021,22.51,Completed
WO-00027532,ASSET-004231,Preventive,2025-04-25,,TECH-0037,13.26,In Progress
WO-00027533,ASSET-004231,Preventive,2023-05-09,2023-05-12,TECH-0047,0.83,Completed
WO-00027534,ASSET-004231,Corrective,2024-08-21,2024-09-15,TECH-0042,14.83,Completed
WO-00027535,ASSET-004231,Corrective,2025-06-20,,TECH-0002,16.5,Open
WO-00027536,ASSET-004231,Preventive,2023-05-10,2023-06-03,TECH-0019,11.65,Completed
WO-00027537,ASSET-004231,Preventive,2025-04-11,,TECH-0009,29.66,In Progress
WO-00027538,ASSET-004231,Preventive,2024-03-14,2024-03-23,TECH-0018,22.58,Completed
WO-00027539,ASSET-004231,Preventive,2023-12-03,,TECH-0012,36.22,Open
WO-00027540,ASSET-004231,Corrective,2025-09-26,,TECH-0042,1.31,Open
WO-00027541,ASSET-004231,Preventive,2026-10-22,2026-11-02,TECH-0005,4.8,Completed
WO-00027542,ASSET-004232,Corrective,2026-06-11,2026-06-20,TECH-0002,26.74,Completed
WO-00027543,ASSET-004233,Corrective,2023-07-20,2023-08-14,TECH-0008,2.16,Completed
WO-00027544,ASSET-004233,Preventive,2026-04-11,2026-04-12,TECH-0032,25.7,Completed
WO-00027545,ASSET-004233,Corrective,2023-09-02,2023-09-16,TECH-0020,37.37,Completed
WO-00027546,ASSET-004233,Preventive,2025-09-19,2025-10-15,TECH-0020,13.37,Completed
WO-00027547,ASSET-004233,Preventive,2024-12-21,2025-01-11,TECH-0001,15.42,Completed
WO-00027548,ASSET-004233,Recall,2023-08-03,2023-08-21,TECH-0000,18.83,Completed
WO-00027549,ASSET-004234,Inspection,2025-12-15,2025-12-21,TECH-0011,12.16,Completed
WO-00027550,ASSET-004234,Corrective,2025-06-26,2025-07-06,TECH-0020,23.55,Completed
WO-00027551,ASSET-004234,Preventive,2026-06-06,2026-06-22,TECH-0049,18.54,Completed
WO-00027552,ASSET-004234,Corrective,2023-02-07,2023-02-15,TECH-0013,8.78,Completed
WO-00027553,ASSET-004234,Preventive,2026-08-06,,TECH-0000,34.04,In Progress
WO-00027554,ASSET-004234,Corrective,2024-08-25,2024-09-21,TECH-0000,14.94,Completed
WO-00027555,ASSET-004234,Preventive,2025-05-12,2025-06-05,TECH-0008,4.09,Completed
WO-00027556,ASSET-004234,Corrective,2024-01-22,,TECH-0029,13.82,In Progress
WO-00027557,ASSET-004234,Corrective,2026-04-13,2026-05-11,TECH-0049,16.2,Completed
WO-00027558,ASSET-004234,Inspection,2026-11-15,2026-11-16,TECH-0007,18.11,Completed
WO-00027559,ASSET-004235,Corrective,2026-05-18,2026-06-16,TECH-0047,30.18,Completed
WO-00027560,ASSET-004235,Preventive,2025-07-25,,TECH-0049,34.71,In Progress
WO-00027561,ASSET-004235,Corrective,2023-02-16,,TECH-0032,4.79,In Progress
WO-00027562,ASSET-004235,Preventive,2026-11-22,,TECH-0022,26.88,In Progress
WO-00027563,ASSET-004235,Recall,2025-11-04,2025-11-12,TECH-0017,13.12,Completed
WO-00027564,ASSET-004235,Corrective,2024-12-25,2025-01-09,TECH-0037,16.32,Completed
WO-00027565,ASSET-004235,Corrective,2025-11-18,2025-12-14,TECH-0040,13.67,Completed
WO-00027566,ASSET-004235,Corrective,2024-06-16,,TECH-0032,27.16,Open
WO-00027567,ASSET-004235,Corrective,2026-02-28,,TECH-0017,18.2,In Progress
WO-00027568,ASSET-004235,Corrective,2025-03-05,,TECH-0024,6.21,In Progress
WO-00027569,ASSET-004236,Preventive,2026-11-12,2026-12-06,TECH-0041,16.36,Completed
WO-00027570,ASSET-004236,Preventive,2025-02-04,2025-02-16,TECH-0001,30.02,Completed
WO-00027571,ASSET-004236,Corrective,2026-02-17,2026-03-15,TECH-0027,6.19,Completed
WO-00027572,ASSET-004236,Corrective,2024-08-18,2024-08-31,TECH-0008,11.71,Completed
WO-00027573,ASSET-004236,Corrective,2024-05-03,2024-05-15,TECH-0047,0.59,Completed
WO-00027574,ASSET-004236,Preventive,2024-07-28,2024-08-19,TECH-0045,14.09,Completed
WO-00027575,ASSET-004236,Corrective,2023-11-16,2023-11-28,TECH-0039,13.58,Completed
WO-00027576,ASSET-004236,Corrective,2025-10-07,2025-10-31,TECH-0012,1.69,Completed
WO-00027577,ASSET-004236,Recall,2024-04-21,2024-05-16,TECH-0049,35.86,Completed
WO-00027578,ASSET-004237,Preventive,2024-04-06,2024-05-02,TECH-0019,17.06,Completed
WO-00027579,ASSET-004237,Inspection,2026-06-22,2026-07-01,TECH-0049,2.45,Completed
WO-00027580,ASSET-004237,Inspection,2024-03-26,2024-04-17,TECH-0021,4.05,Completed
WO-00027581,ASSET-004237,Recall,2026-03-09,2026-03-28,TECH-0017,38.11,Completed
WO-00027582,ASSET-004237,Preventive,2023-07-14,2023-07-27,TECH-0041,10.37,Completed
WO-00027583,ASSET-004237,Corrective,2024-11-10,2024-11-18,TECH-0010,14.63,Completed
WO-00027584,ASSET-004237,Corrective,2023-03-16,2023-03-21,TECH-0037,17.85,Completed
WO-00027585,ASSET-004238,Corrective,2025-10-14,2025-11-11,TECH-0011,3.53,Completed
WO-00027586,ASSET-004238,Inspection,2026-09-25,2026-10-19,TECH-0012,22.54,Completed
WO-00027587,ASSET-004238,Corrective,2024-07-14,2024-07-20,TECH-0038,7.67,Completed
WO-00027588,ASSET-004238,Preventive,2023-12-06,2023-12-09,TECH-0032,34.51,Completed
WO-00027589,ASSET-004238,Preventive,2023-08-04,2023-08-17,TECH-0000,10.27,Completed
WO-00027590,ASSET-004238,Corrective,2023-11-22,2023-12-11,TECH-0022,28.65,Completed
WO-00027591,ASSET-004238,Preventive,2025-06-01,,TECH-0009,9.89,Open
WO-00027592,ASSET-004238,Corrective,2025-02-01,2025-02-19,TECH-0024,11.59,Completed
WO-00027593,ASSET-004238,Preventive,2024-04-26,2024-04-29,TECH-0017,24.66,Completed
WO-00027594,ASSET-004238,Inspection,2024-02-14,,TECH-0030,12.74,Open
